"id","author","blogcite","cat3","date","did","monthOrder","post","title"
"fc1946d4-b93a-4b13-85cf-9667dbe2d443","by Thomas Maestas, MA","","Web Dev Affairs","March 22, 2018","18-03-22","19","<p class=""firstparagraph"">I mistakenly laid waste to A.I.'s reputation in my last post. It <i>did</i> let us, our whole society, let us down, and maybe the forensics will give us <i>a few excuses</i> down on the road. However, ""homicide by A.I. (aka Uber)"" will need to be updated in records. But, artificial intelligence is not at fault. There are a few software engineers that did the best they could--with the time their superiors gave them.  Uber leadership, let's hope, will be deterred from future carelessnes to come.   </p>

  <p>That diatribe said, I do appreciate an Uber's proximity when I'm stranded at 2:00 am in a bad part of town. Why? Because I don't need to plan ahead -- Uber is there! And, sadly, I don't need to read or study -- Google is there! But wait, don't judge me, I'm not lazy! That being said, I have my own soul-searching to do: TECHNOLOGY AIDS AND ABETS ME AND MY ACTIONS, but it does not run my show> Only I take responsibility for my own actions: I allow technology into my life as a tool, and yet I   hold the power cord. I take responsibility for the tech that follows me--and believe me, I need that tech. And so do you. Not only so, but the world, and the ecological fate of our <i style=""color:green"">green earth</i>> also depends on tech, A.I. specifically. </p>
  <p>
  Humankind has already dug an ecological (dare I say 'alkaline') pit deeper than can be dug out of: Flooding, forest fires, and Species Extinctions. A.I. is <i style=""color:brown""> is </i>> the only viable hope so we, i.e. Uber, shouldn't prematurely spoil its development. 
  </p>
  <p class=""quote"">Several questions raise their ugly head when A.I. can't help Earth or humankind. Like it or not, A.I. will need to 3-D print the dykes for the sunken coastal cities--like tiny island Den Haague, the most beautiful city in the world. Next, A.I. will make irrelevant fossil fuels by 2030, if not before; and those caught polluting would be fined to death, anyway. Without A.I., none of these worthwhile goals are possible. This precarious, difficult and most of all laborious job of designing our own solutions will take time: For this reason, Uber should be shamed even further for their short-cuts, and eventual errors of internal, organizational problems. <i>Uber's experiemental, tax-free ""Testing Sandbox"" cannot be the erstwhile safe neighborhoods of Surburban Phoenix, without proper caution.</i> </p>		
  <p>Are Uber's corporate desires, market stronghold, and shareholders' delight more worthwhile than <i>an entire sensitive field of machine-learning research?</i> No. Uber must be warned to not steal corporate secrets from Waymo, then proceed to be 86'd from California, then brush aside with excuses the <i>killing of an innocent Arizona bicyclist</i>.</p>
  <p>
  Who can count the number of very feisty taxi-men and -women that are not fans of the infamously hasty culture of Uber. The team of lawyers needed to be 86'd from France? Uber already knows, because maybe they know B.D.O! 
  </p>
  <p></p>
  <p class=""cite"">3.
  <a href=""https://www.theguardian.com/technology/2017/apr/07/uber-waymo-lawsuit-lidar"" target=""_blank"">https://www.theguardian.com/technology/2017/apr/07/uber-waymo-lawsuit-lidar</a>
  </p>","A.I. Part II: Problems with Scale, Kindly Resolved by A.I."
"aae44690-f1c6-49a5-8035-e9a937ad6a2b","by Thomas Maestas, MA"," 
  <p>1.
  <a href=""https://hackernoon.com/blockchains-dont-scale-not-today-at-least-but-there-s-hope-2cb43946551a"" target=""_blank"">https://hackernoon.com/blockchains-dont-scale-not-today-at-least-but-there-s-hope-2cb43946551a</a>
  </p>
   
  ","Musing Blockchain","March 1, 2018","19-03-01","1","
  <p class=""firstparagraph""> 
  <sup>2</sup>
  </p>
  
  <p> </p>
  
  
  <p class=""quote""> 
  <sup>1</sup>
  </p>
  
  <p>
 
  </p>
  
	","Blockchain Sustainability Issues and The Double-Edged Sword"
"f1134b51-868c-4046-b09a-9d6b8df1c09b","by Thomas Maestas","
  <p class=""cite"">1. <a target=""_blank"" href=""https://www.wired.com/story/new-horizons-first-photos-ultima-thule"">https://www.wired.com/story/new-horizons-first-photos-ultima-thule</a></p>   
  
  ","Sociology Tomorrow!","January 7, 2019","19-01-07","16001","
  
  <img src=""https://tmm-nov.s3.amazonaws.com/img/thule0.jpg"" class=""zoom"" />
  <p class=""firstparagraph"">Ultima Thule ...</p>
  <p class=""quote"">
  On New Years' Eve, following a 13-year trip to deep space, NASA's New Horizons spacecraft made a close pass of Ultima Thule, a small, icy world drifting 4 billion miles from the sun in the unexplored ""third zone"" of our solar system. The probe zipped by at upwards of 31,000 miles per hour, about the same speed it was going when it passed Pluto in 2015. But Pluto is 100 times the size of Ultima, which measures just 20 miles long. So New Horizons had days to capture photographs and spectrographic readings of the former planet, but for this smaller cosmic quarry, it only had a matter of minutes. New Horizons' visit was brief, but momentous: The mission's success makes Ultima Thule by far the most distant object ever to be imaged up close.<sup>1</sup></p>

 <img src=""https://tmm-nov.s3.amazonaws.com/img/thule.jpg"" class=""zoom"" />
  ","It Takes Two to Dance"
"8c4ba7b1-81d0-4cdd-be65-650a6dc07f45","by Thomas Maestas, MA"," 
<p>1.<a href=""https://www.coindesk.com/new-bips-hint-at-upcoming-taproot-bitcoin-soft-fork"">https://www.coindesk.com/new-bips-hint-at-upcoming-taproot-bitcoin-soft-fork"" target=""_blank"">https://www.coindesk.com/new-bips-hint-at-upcoming-taproot-bitcoin-soft-fork</a>
</p>
 
","Musing Blockchain","May 6, 2019","19-05-05","5"," 
  <p class=""firstparagraph""> 
  </p>
    
  <p class=""quote"">
  The self-proclaimed Satoshi, Craig Wright, is being sued by the Kleiman family on behalf of the now deceased Dave Kleiman and his estate. The lawsuit accuses Wright of fraud and theft of “over $11 billion worth of bitcoins and intellectual property from the estate of Dave Kleiman and W&K shortly after Dave’s 2013 death.” Last week the court ordered Wright to disclose bitcoin addresses that belonged to him before December 2013. The Florida Magistrate overseeing the lawsuit, Judge Bruce Reinhart, signed the order and gave Wright a few days to produce the list.
  <br /><br />
  Since then a list of addresses that were once filed in an obscure fashion was unsealed and Wright claims to have mined the first 70 bitcoin blocks starting from the Genesis block. After the redacted list was unsealed, the researchers at Wizsec decided to study the addresses and wrote a blog post about the recently disclosed file. Wizsec claims that Wright simply copied and pasted the addresses from the first 70 blocks and asserted the addresses belonged to him without any cryptographic proof.
<br /><br />
Wizsec says the motion begs the belief that the self-proclaimed inventor acts as if he is “ignorant about the fundamentals of his invention.” “Perhaps Wright thinks that being a bitcoin miner means pointing at bitcoins and yelling ‘Mine,’” the researchers jokingly remarked. In the document, Wright’s filing continues to assert that he did not keep track of which Bitcoin blocks he mined and that he does not know any of the other Bitcoin public addresses. The motion further states that the self-styled Satoshi does not have a complete list of the public addresses that he owned as of any date.<sup>1</sup>
</p>
","<i>What is Love? Baby, Baby Don't Hurt Me No More! </i><sup>0</sup> Part II:<br /><br />Bitcoin's Palaentology Deepens the Founder's Obscurity"
"e5b3bb12-463e-4ee1-a014-44010fcd938a","by Thomas Maestas","
  <p class=""cite"">1<a target=""_blank"" href=""https://techcrunch.com/2018/11/14/uber-q3-2018-continues-to-lose-money-as-it-works-to-scale-scooters-bikes-and-other-newer-businesses/"">https://techcrunch.com/2018/11/14/uber-q3-2018-continues-to-lose-money-as-it-works-to-scale-scooters-bikes-and-other-newer-businesses/</a></p>
  <p class=""cite"">2<a target=""_blank"" href=""https://www.zdnet.com/article/amazons-consumer-business-moves-from-oracle-to-aws-but-larry-ellisons-wont-stop-talking/""> https://www.zdnet.com/article/amazons-consumer-business-moves-from-oracle-to-aws-but-larry-ellisons-wont-stop-talking/</a></p>
  ","Sociology Tomorrow!","November 14, 2018 ","18-11-14","122","
  <p class=""firstparagraph"">Eco-friendly urban commuting options are a gift, and should always be hailed.  
  </p>
  <p class=""quote"">On an earnings before interest, taxes, depreciation and amortization basis (EBIDTA), Uber’s losses were $527 million, up about 21 percent quarter over quarter. And as Uber prepares to go public, the company has started presenting the income statements with stock-based compensation.

  Ten years from now, Uber CEO Dara Khosrowshahi envisions its core ride-hailing business accounting for less than 50 percent of Uber’s overall business, Khosrowshahi told me at TechCrunch Disrupt SF 2018. That means Uber expects businesses like Eats, scooters, bikes and freight to contribute to be more of Uber’s business, which requires Uber to invest heavily in those businesses.<sup>1</sup>
  </p>","Green Options"
"01cbaeb2-fc42-4045-80b2-131135620b04","by Thomas Maestas","  <p class=""cite""> 1 <a target=""_blank"" href=""https://u.today/bank-of-america-awarded-new-patent-for-storing-private-keys""   target=""_blank"">https://u.today/bank-of-america-awarded-new-patent-for-storing-private-keys</a> </p>
       
       <p class=""cite"">2 <a target=""_blank"" href=""http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1&p=1&f=G&l=50&d=PTXT&S1=10,116,633.PN.&OS=pn/10,116,633&RS=PN/10,116,633""   target=""_blank"">http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1&p=1&f=G&l=50&d=PTXT&S1=10,116,633.PN.&OS=pn/10,116,633&RS=PN/10,116,633</a> </p>
        ","Musing Blockchain","November 3-4, 2018<br />Weekend","18-11-03","033"," 
     <p class=""firstparagraph""> 
      </p>
      <p class=""quote"">The invention provides for systems and devices for hardened remote storage of private cryptography keys used for authentication. The storage device is tamper-responsive, such that receipt of a signal that indicates physical or non-physical tampering with the storage device or its components results in deletion of the private cryptography key(s) from the memory. The storage device is configured to be separate and remote from a computing node that executes an authentication routine requiring the private cryptography key(s) and, as such, the private cryptography key(s) are accessible to, but not communicated to, the computing node only when the computing node is executing the authentication routine.</p><sup>1</sup> 
      <p >
   
      </p>","Now that's a Safe Keep!"
"7f997f30-d105-4249-a188-062f75d82ea6","by Thomas Maestas","
<p class=""footnotes"">1. <a href="" https://js.tensorflow.org/""   target=""_blank""> https://js.tensorflow.org/</a>
</p>   
","A.I.Now.","July 10, 2018","18-07-10","8","<p class=""firstparagraph"">Advances in computer science and data research follow the path of the tools that pave a developer's path: The tools make the worker, and therefore the work. For example, any of the Industrial Revolutions leaped forward with every new tool. <i>Now, Artificial Intelligence research and design  lurches forward by the tooling, but in a new fashion: Open source tools owned and operated by the community, the work by and for any community.</i>
</p>
<p> Neural network tools like TensorFlow.js, a ""JavaScript library for training and deploying Machine Learning models in the browser and on Node.js"" <sup>1</sup>  along with other programming-library frameworks, abstract away a layer of the visible mechanics. On the one hand, it is the democratization of cutting-edge technology, formerly siloed apart and under government, corporate or university controls. </p>
<p>
The genie is definitely out of the bottle, yet he or she is now at the keyboards across the globe. This has a clear effect in bringing technological innovation to the community, to the coffeeshops and meet-up groups, instead of clearly defined, bureaucratically-directed research ends. </p>
<p>Therefore,  bootstrapping open-source projects brings the community to the forefront of technological innovation! Though the common mobile app has grown familiar for changing landscapes, those apps chiefly leverage the social network (links) of friends and professionals; while the common-use spread of machine-learning research provides leverage to the actual work (nodes) of progress</p>
<p>Therefore, the tools provide one dimension of A.I.'s path, while the democratized distribution of tools across social networks provides a second dimensional path. This alters the A.I. evolution in the long-term, by means of short-term and frequent tooling revolutions.   </p>
","Tools of the A.I. Trade, Part I: <br />The Proliferation of Machine Learning Modeling Libraries "
"2dc94cf9-161a-4bc0-bf2a-67019ce43a14","by Thomas Maestas"," 
       <p class=""cite"">  TechCrunch Disrupt! Day 3 
       </p>
        ","Quantum Data","September 7, 2018","18-09-07","6","
     <p class=""firstparagraph"">Quantum solutions to computing needs become clearer, and specific uses for research come to light. First and foremost, quantum mechanics offer a realm of solutions that has ever eluded modern science: problem-solving algorithms that face orders of complexity of 40 to 50 orders of magnitude, i.e. Complexity<sup>50</sup> is just a tad too complex for the fast, but straight-line dumb A.I.-based solutions, which are inherent to classificatory machine-learning schema. Blockchain and Directed Acyclic Graphs are less helpful, but find their utility in the unescapably fast ability to <i>share data where data is needed</i><br /><br /></p>
     Manipulations of the quantum realm are not at all intuitive to concepts we learn from the classical world. Less intuitive are the constraints of the data analysis. For example, the quantum metaphor of flipping two coins simultaneously means knowing the ""state"" of one coin if you know the other coin's state. The one lands on heads, and because it shares an entangled state with the other, <i>you are guaranteed to know the outcome of the second coin</i>. </p>
     <img src=""https://tmm-nov.s3.amazonaws.com/img/quantumScience.jpg""  class=""zoom"" />
     <p>Image credit: TechCrunch Disrupt! Day 3</p>
     <p>Superconducting devices offer powerful tooling, yet <i>the catch is that the time you have to run calculations is approximately 50 micro-seconds</i>, i.e. the <strong>coherence time of entangled, superposed state</strong>. (a marked improvement from 1990's hardware that yielded coherence time of 1 nano-second). Not exactly enough time to run a long program, especially if you consider just one small algorithm is a series of logical gates that depend sequentially on other logical gates..., let alone an actual program. So then what's the use? The specific uses in academic research are without limit for those problems that present specific, exponential complexity--many cases in biotech, chemistry, and so on. Quantum computing offers a 'burst' of calculations, and nothing more, at least for now. </p>
     <img src=""https://tmm-nov.s3.amazonaws.com/img/quant-python.jpg"" class=""zoom"" />
     <img src=""https://tmm-nov.s3.amazonaws.com/img/quant-python2.jpg"" class=""zoom"" />
     <p>This short python-language program demonstrates quantum manipulation to machine-learning classification distinguishing a dog from a cat</p>
     <p>Image credit: TechCrunch Disrupt! Day 3</p>
     
     <p>Not to be underestimated, quantum calculations operate best when modeling the laws of nature--because nature obeys quantum mechanical rules, beginning with chemistry. After all, quantum analysis simulated the largest molecule last year--and that's no small matter!  </p>
       ","Reports from TechCrunch Disrupt! Part III<br />Quanta"
"0113ce28-6087-4eeb-8bf8-acaf2acb0928","by Thomas Maestas","
    <p class=""cite"">1. <a href=""https://cointelegraph.com/news/institutional-investors-and-fintech-will-wall-street-go-head-first-into-crypto""   target=""_blank"">https://cointelegraph.com/news/institutional-investors-and-fintech-will-wall-street-go-head-first-into-crypto
    </a>
    </p> 
    <p class=""cite"">2. <a href=""https://www.businessinsider.com/8-3-2018-fintech-ecosystem-financial-technology-research-and-business-opportunities-2018-8?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+clusterstock+%28ClusterStock%29&r=US&IR=T&IR=T""   target=""_blank"">https://www.businessinsider.com/8-3-2018-fintech-ecosystem-financial-technology-research-and-business-opportunities-2018-8 
  </a>
  </p> 
    ","Musing Blockchain","August 1, 2018","18-08-01","1","<p class=""quote""><i>In July, Blackrock — the world’s largest exchange-traded fund (ETF) — announced that it has launched a working group to assess the potential of investing in Bitcoin.  <br /><br />
    Blackrock’s move could be described as a preemptive strike to avoid missing the crypto bus. Goldman Sachs is making headway with cryptocurrency involvement and Blackrock is following suit.</i><sup>1</sup></p>
    <p class=""firstparagraph"">
    <p class=""quote"">Fintech broke onto the scene as a disruptive force following the 2008 crisis, but the industry's influence on the broader financial services system is changing.
  
    The fintech industry no longer stands clearly apart from financial services proper, and is increasingly growing embedded in mainstream finance. We're now seeing the initial stages of this transformation.<br /><br />
    
    For instance, funding is growing more internationally distributed, and startups are making necessary adjustments to prove sustainability and secure a seat at the table. Most fintech segments in the ascendant a year ago have continued to rise and grow more valuable to the broader financial system. Meanwhile, several fintech categories have had to make adjustments to stay on top. New subsegments are also appearing on the scene — such as digital identity verification fintechs — as new opportunities for innovation are discovered. 
    <br /><br /> ... 
    The rising influence of fintechs is having a dramatic effect on incumbents, from banks to insurers to wealth managers, pushing them to respond proactively to stay relevant. Incumbents are reacting to changes wrought by fintechs on three key fronts: the front end, the back end, and in their core business operations. As such, incumbents and fintechs are converging on a digital middle ground.
  <br /><br />
    As this happens, the fintech industry is on the cusp of becoming an integral component of the broader financial services ecosystem. But it will likely first have to go through a complete credit cycle, and survive an economic downturn like the one that set the stage for its arrival in 2008, for this to happen.<sup>2</sup>
    </p>
    ","Fintech Auchtung!"
"ecd5d1f7-1618-4ed9-b43b-831d5057be26","by Thomas Maestas","
  <p class=""cite"">1<a target=""_blank"" href=""https://www.theatlantic.com/technology/archive/2018/11/facebook-google-amazon-and-collapse-tech-mythology/575989/"">https://www.theatlantic.com/technology/archive/2018/11/facebook-google-amazon-and-collapse-tech-mythology/575989/</a></p> 
  ","Web Dev Affairs","November 17-18, 2018<br />Weekend ","18-11-17","125","
  <p class=""firstparagraph"">
  </p>
  <p class=""quote""> At home in Northern California, San Francisco voters overwhelmingly passed a tax designed to extract money from tech companies to help ease homelessness in the city. Across the Bay, Oakland voters passed a progressive property-transfer tax, which was another way of taxing the enormous wealth that’s poured into the Bay Area.
  <br /><br /> 
  Locally and nationally, the tech industry has gone from bright young star to death star. Not only have Silicon Valley companies turned out to be roughly as dirty in their corporate maneuvering as any old oil company or military contractor, but because of the Valley’s founder worship, they’ve been almost uniquely controlled by a tiny number of people.
  <br /><br /> 
  Read: Were we destined to live in Facebook’s world?
  
  And as in most things, Facebook distills, or at least embodies, these industry-wide practices. After a brutal two years that started with the 2016 election, Mark Zuckerberg responded by placing loyalists in charge of all Facebook Inc. properties. The company’s lobbyists pushed a line that its opponents were linked to George Soros, while reporting other enemies to the Anti-Defamation League.

  </p>","Tech Money's Deep Footprint"
"48859d7b-1804-452d-97d9-d8637c334656","by Thomas Maestas","
  <p class=""cite"">1. <a target=""_blank"" href=""https://www.wired.com/story/aston-martin-valkyrie-engine-v12-f1-cosworth/"">https://www.wired.com/story/aston-martin-valkyrie-engine-v12-f1-cosworth/</a></p>  
  ","Sociology Tomorrow!","December 18, 2018 ","18-12-18","152"," 
  <p class=""firstparagraph"">
  </p>
  <p class=""quote"">
  But engineers haven't written off the internal combustion engine just yet. The team at Aston Martin has released details on the V12 engine that will breathe life into its upcoming, $3 million Valkyrie hypercar, and the gleaming maze of metal is a beautiful beast.
  <br /><br />

  <img src=""https://tmm-nov.s3.amazonaws.com/img/astonmartinwired.jpg"" width=""350"" class=""zoom"" /><br /><br />
  The 6.5-liter V12 will produce 1,000 horsepower (because excess) and revs to 11,100 rpm. Putting this overall insanity aside, what's remarkable about such figures is that Aston's engineers hit them without resorting to turbochargers. The automaker says it recognizes that turbos offer a ton of benefits, but wanted “an internal combustion engine that sits at the absolute pinnacle for performance, excitement, and emotion,” which it could only get through natural aspiration. 
<sup>1</sup>
  </p>  ","Aston Martin at 1,000 Horsepower"
"348877e6-eeee-4656-9914-0ca6f2824cdb","by Thomas Maestas","
  <p class=""cite"">1. <a target=""_blank"" href=""https://fivethirtyeight.com/features/the-era-of-easy-recycling-may-be-coming-to-an-end/"">https://fivethirtyeight.com/features/the-era-of-easy-recycling-may-be-coming-to-an-end/
</a></p>  
  
  ","Sociology Tomorrow!","January 14, 2019","19-01-14","166","<p class=""quote"">
  </p>
  <p class=""quote"">Americans love convenient recycling, but convenient recycling increasingly does not love us. Waste experts call the system of dumping all the recyclables into one bin “single-stream recycling.” It’s popular. But the cost-benefit math of it has changed. The benefit — more participation and thus more material put forward for recycling — may have been overtaken by the cost — unrecyclable recyclables. On average, about 25 percent of the stuff we try to recycle is too contaminated to go anywhere but the landfill, according to the National Waste and Recycling Association, a trade group. Just a decade ago, the contamination rate was closer to 7 percent, according to the association.<sup>1</sup>  
  </p>  ","Minimalism to the Rescue!"
"4b3fb7d8-2fa1-40bc-9038-e3f39adcdb87","by Thomas Maestas","
 <p class=""cite"">1. <a target=""_blank"" href=""https://www.fastcompany.com/90177573/how-blue-became-techs-favorite-color-and-why-it-shouldnt-be"">https://www.fastcompany.com/90177573/how-blue-became-techs-favorite-color-and-why-it-shouldnt-be</a></p>  
  ","Web Dev Affairs","December 6, 2018 ","18-12-06","142","
 
  <p class=""firstparagraph"">  
  </p>
  <p class=""quote""> The bright blue light of flat, rectangular touch screens, fans, and displays may be appealing from an aesthetic perspective (more on that below), but from a health standpoint, it is fraught with problems. Blue light inhibits the production of melatonin, the hormone that regulates our sleep cycles. Blue light before bedtime can wreak havoc on our ability to fall asleep. 
  <br /><br />Harvard researchers and their colleagues conducted an experiment comparing the effects of 6.5 hours of exposure to blue light, versus exposure to green light of comparable brightness. They found that blue light suppressed melatonin for about twice as long as the green light and shifted circadian rhythms by twice as much (3 hours compared with 1.5 hours). And worse, it’s been linked in recent studies to an increased risk of obesity and some cancers.
<sup>1</sup>
  </p>","Screen Time Blues"
"2acb8e42-bef2-4626-8696-9db21aeca203","by Thomas Maestas, MA","
<p class=""footnotes"">1. <a href=""https://cointelegraph.com/news/appswarm-s-doge-division-calls-for-a-global-dev-teams-to-build-off-dogecoin""   target=""_blank"">https://cointelegraph.com/news/appswarm-s-doge-division-calls-for-a-global-dev-teams-to-build-off-dogecoin</a>
</p>   ","Musing Blockchain","May 22, 2021","21-05-22",""," 
<p class=""firstparagraph"">, 
<p class=""quote""><i>A Dogecoin (DOGE)-focused division of publicly traded over-the-counter software firm AppSwarm is looking to bring together global development teams to build off of the Dogecoin blockchain.<br /><br />
DogeLabs — a newly launched division of AppSwarm’s blockchain research lab, TulsaLabs — announced Wednesday a new initiative calling on DevOps teams to unite their efforts in building a “sort of decentralized network” of DOGE developers across the globe.</i><sup>1</sup> 
</p>
","Doge Days are Here Again, Part II: Overbuying "
"7626066d-6853-4502-b280-cb181a1e42ee","by Thomas Maestas, MA","","Sociology Tomorrow!","Feb 23, 2018","18-02-23","5","<p class=""firstparagraph"">1.4 million
  <i>new</i> jobs by 2020; End over end, year after year, the computer programming industry continues to add another
  20% more jobs each year, for the next five years. This is the only field that demand outstrips the supply--and increasingly
  short supply. So much so, the US Department of Labor forecasts U.S. citizens will be able to fill 39% of those positions;
  there are not enough Immigration visas (especially in the Trumpian era of isolationism) to make up the rest.</p>
  
  <p>&nbsp;</p>
  
  <p>So, how is it that only 14% of females in the entire field of cybersecurity? Silicon Valley is, at its best, obscenely
  one-sided. At Google, only 17% of the company&#39;s tech jobs are filled by women. Facebook women staff only 15%
  of tech jobs, and Twitter? 10% female. The figures on women in computer science across the nation, across the entire
  industry are not improving, but
  <i>declining</i>?
  <sup>1</sup>
  </p>
  
  <p>Of course, we&#39;ve heard these statistics from any given headline, and in the halls across the university landscape,
  starting with Women in STEM (Science, Tech, Engineering, Mathematics) programs.
  <sup>3</sup> Yet, why, with so much money, so many programs, so many non-governmental, non-profit effort?</p>
  
  <p>I argue that tech
  <i>climate </i> is directly to blame. Who then? Not a person, but principles are to blame. Culture--often defined as
  shared beliefs, norms, language and behaviors--can hardly be changed, but it can be understood.
  <br /> There is a book, called &quot;Program or be Programmed
  <sup id=""24-4"">4</sup>
  </p>
  , by which the author explains social consequences of a dichotomized society--between those that manipulate the environment
  around them, whether automating tasks at work, or simply fixing a simple software bug, by adding a comma. This literacy
  of the Current Era is akin to the 26-letter alphabet of written sentences and paragraphs, and--not to be taken for
  granted--is the exclusive form of communication, outside of a 100-foot perimeter, up until 150 years ago. Knowledge
  is not power, the communication of knowledge is power.
  
  <p>&nbsp;</p>
  
  <p>I argue that today, the power is to program one application programming interface (API) to talk to another API. In
  other words, the ability to directly communicate with software at the command-line is not now a requisite skill,
  but promotions would not escape this necessity! So, now reverting back to the subject of women in tech, American
  leadership is in deep peril without more female insight. I will finish by citing that Ares, the violent, untamed
  Greek
  <i>god of war</i>, cannot always drive the Capitalist engine; because She, Athena, the
  <i>goddess of intelligence</i> represents true strategy!</p>
  
  <p>1.
  <a href=""https://www.huffingtonpost.com/2015/03/27/women-in-tech_n_6955940.html"" target=""_blank"">https://www.huffingtonpost.com/2015/03/27/women-in-tech_n_6955940.html</a>
  </p>
  
  <p>2.
  <a href=""https://fairygodboss.com/articles/women-in-tech-facts-figures-and-percentages"" target=""_blank"">https://fairygodboss.com/articles/women-in-tech-facts-figures-and-percentages</a>
  </p>
  
  <p>3.
  <a href=""https://www.aauw.org/research/why-so-few/"" target=""_blank"">https://www.aauw.org/research/why-so-few/</a>
  </p>
  ","1.4 Million Reasons for more Women in Tech"
"8464cdad-c362-43c9-a0e5-102ae419f572","by Thomas Maestas","
  <p class=""cite"">1._<a href=""https://markets.businessinsider.com/news/stocks/apple-stock-price-slides-trade-war-tensions-overshadow-product-launches-2018-9-1027522247"">https://markets.businessinsider.com/news/stocks/apple-stock-price-slides-trade-war-tensions-overshadow-product-launches-2018-9-1027522247</a></p>
  <p class=""cite"">2._<a href=""https://www.vox.com/technology/2018/9/13/17851052/apple-iphone-price-china-trump-us-trade""> https://www.vox.com/technology/2018/9/13/17851052/apple-iphone-price-china-trump-us-trade</a></p>
  ","Web Dev Affairs","September 11, 2018","18-09-11","9","<p>As Long as I Can Feel the Beat, Baby I don't Need Dollar Bils to Have Fun Tonight<br /><span class=""pull-left""> - Sia</p><br /><p class=""firstparagraph"">International hubs of technical specializations--from haptic touchscreens to battery tech--implicates global cooperation--beyond merely rare metals and resources. 
  </p>
  <p class=""quote""> Last week, dozens of manufacturing companies testified before US Trade Representatives about how Trump's next round of duties against China could affect them. Some showed concerns of layoffs for American people and harm to US economic interests.<sup>1</sup>
  </p>
  <p>Global Tech presuppposes global trading cooperation primarily because of rare metals. But more importantly, fabrication specialties growing up in foreign <i>Research Parks</i>.  And, entreched technological specializations are a function of the depth of itemized specializations that sprout around universities and public/privately funded research parks, coupled with the technical workforce to put glass to screen.</p>
  <p class=""quote"">Even if every part was made in the US, an iPhone would cost about $100 more, Kakaes concluded, assuming raw materials were still purchased on global markets.<br /><br />

  The issue is not so much cost of putting an iPhone together, or even the cost per part on paper. The issue is skill, scale, expertise, and infrastructure — all of which require money, time and long-term investment. Unlike other manufacturing jobs that have migrated from the United States, Apple wouldn’t be bringing them “back” so much as starting from scratch. The cost would come in attempting to build a system that’s never been in the US, but has been built over decades abroad.<sup>2</sup>
  </p><p>So, at the end of the day, we can only hope that foreign tech resources along with associated human/social capital would just be left alone from economic tiffs ... Periodic table of rare metals and precious elements aside, the true gems are the diverse people!    
  ","Global Tech"
"e43d77d9-f7f9-4ae6-b842-df25dce590ef","by Thomas Maestas, MA","  </p>
  <p class=""cite"">1. CoinDesk Source URL being researched. <a href=""#"" target=""_blank"">__</a></p>","Musing Blockchain","May 4, 2018","18-05-04","4","<p class=""firstparagraph"">Blockchain challenges, like any field, start with social acceptance on one end, and technical acceptance on the other. The latter is a little more important, but the former usually runs the show because <i>it, financially speaking, <strong> is</strong> the show</i>. I mentioned the curve
  </p>
  <p class=""quote"">First, blockchain benefits from incumbency and familiarity. Why risk replacing it with a less well-tested technology whose vulnerabilities haven’t all been identified? Also, while it can retain as much transactional data as needed, hashgraph typically doesn’t contain as much transactional history as the Bitcoin blockchain does. For many applications, hashgraph would only keep track of users’ latest positive wallet balances.

  Second, the DAG system doesn’t involve the computation-heavy “proof of work” effort to verify transactions that some blockchains, such as Bitcoin blockchain, require. Having several miners ratify and vote to accept a transaction lends blockchain what some say is a greater degree of security that the ledger contains a single version of the truth than under DAG-based systems. 
  <br />
  <br />
  IOTA, the best-known DAG, is already the No. 10 largest cryptocurrency, with $6.6 billion in market capitalization, according to CoinMarketCap. 
  
  “Even first-year computer science students here at MIT laugh at the code when they see it,” Tadge Dryja, a research scientist at MIT who is working to scale the Bitcoin network, said in an email. 
  
  The hack MIT came up with “can’t happen in practice,” Serguei Popov, one of the founders of IOTA, said in a phone interview.
  
  
Hashgraph uses DAG differently: It uses it to record different aspects of transactions than IOTA, and has different security characteristics, according to hashgraph developers.
<sup>1</sup>
   



  ","3rd Generation Blockchain: How Fast can the Blockchain Operate? Part III: : The Challenges for the Directed Acyclic Graph (DAG) with Ripple and  Iota Coin"
